Query,Parameter,Codigestion,TS,VS,VS_TS,SCOD,CN,N_NH4,Carbs,Protein,Lipid,ISR,CoSR,WorkVol,Temp,pH,HTR,OLR,VFAs
43,2014_Yin et al.,No,237,221,93.3,73320,5,1875.5627,66820,1330,26080,20,0,0.5,30,6,13,6,23100
44,2014_Yin et al.,No,232,216,93.1,84050,5,1915.6782,72100,1930,41430,20,0,0.5,30,6,15,6,30800
45,2014_Yin et al.,No,225,209,92.9,73888.6535,5,1893.3647,79600,4540,43280,20,0,0.5,30,6,15,6,34100
46,2014_Yin et al.,No,221,206,93.2,61113.3037,5,1959.765,107680,17890,39450,20,0,0.5,30,6,15,6,25400
47,2014_Yin et al.,No,211,195,92.5,57782.4169,5,1848.0005,83980,21380,37010,20,0,0.5,30,6,15,6,18140
332,2024_Zhang et al.,Yes,60,55.5,92.5,640.2,17.6952,479.3,20090,1600,2558.373,0,31.3218,0.5,35,9,9.6935,9,24080
333,2024_Zhang et al.,Yes,60,55.5,92.5,640.2,17.2445,479.3,15490,1600,2597.1902,0,32.2121,0.5,35,9,9.6547,9,31300
334,2024_Zhang et al.,Yes,60,55.5,92.5,640.2,17.4335,479.3,13330,1600,2621.2745,0,32.5907,0.5,35,9,9.4612,9,43650
335,2024_Zhang et al.,Yes,60,55.5,92.5,640.2,17.5192,479.3,9850,1600,2630.1953,0,32.661,0.5,35,9,9.3936,9,44600
336,2024_Zhang et al.,Yes,60,55.5,92.5,640.2,17.49,479.3,9450,1600,2630.1953,0,32.5922,0.5,35,9,9.3715,9,37200
337,2024_Zhang et al.,Yes,60,55.5,92.5,640.2,17.5421,479.3,8420,1600,2640.4047,0,32.7093,0.5,35,9,9.3295,9,28030
303,2024_Chen et al.,Yes,52,41,78.85,6674,20,266.5159,3263.9664,3016.8771,1352.4371,0,46.8627,2.4,53,5.85,100,5.85,12100
304,2024_Chen et al.,Yes,103,82,79.61,13220,20,311.335,6166.7838,5235.3861,1619.2823,0,39.4936,2.4,53,5.85,100,5.85,10100
305,2024_Chen et al.,Yes,97,83,85.57,12450,40,345.4879,6654.034,5057.9361,1582.7068,0,39.1542,2.4,53,5.85,50,5.85,22300
306,2024_Chen et al.,Yes,52,41,78.85,6674,20,328.0436,3802.7384,3646.4108,1995.6587,0,50.2774,2.4,35,5.85,100,5.85,11700
307,2024_Chen et al.,Yes,103,82,79.61,13220,20,436.2227,10550.6438,6644.2722,2187.9753,0,41.4335,2.4,35,5.85,100,5.85,13300
308,2024_Chen et al.,Yes,97,83,85.57,12450,40,1872.4816,15619.7275,9052.6406,1979.375,0,38.6362,2.4,35,5.85,50,5.85,22700
249,2023_Li et al.,Yes,350,280,80,11871.0835,24.5966,6100,28000,18700,1532.4134,0,45.2362,0.5,25,4.03,30,4.03,28430
250,2023_Li et al.,Yes,350,280,80,10833.8848,24.5445,7100,25000,19300,1522.4265,0,44.9035,0.5,25,3.99,30,3.99,39000
251,2023_Li et al.,Yes,350,280,80,10388.2736,24.3,6800,22000,19200,1513.5896,0,45.0377,0.5,25,4.14,30,4.14,40000
252,2023_Li et al.,Yes,350,280,80,12137.0919,24.5493,7400,31000,19600,1552.0697,0,45.2419,0.5,25,4.04,30,4.04,35000
253,2023_Li et al.,Yes,350,280,80,13136.2654,24.0753,5500,30000,19800,1566.0893,0,46.8666,0.5,25,3.98,30,3.98,21420
254,2023_Li et al.,Yes,350,280,80,11495.3143,24.4875,6100,23000,19700,1531.601,0,45.1325,0.5,25,3.97,30,3.97,29000
255,2023_Li et al.,Yes,350,280,80,9848.8095,24.2185,7000,19000,19000,1504.3697,0,45.3477,0.5,25,4.16,30,4.16,42620
256,2023_Li et al.,Yes,350,280,80,9788.1168,24.1476,7100,20000,19100,1504.3697,0,45.2449,0.5,25,4.09,30,4.09,48320
257,2023_Li et al.,Yes,350,280,80,13009.2113,23.8034,6800,27000,18400,1541.4496,0,46.6026,0.5,25,3.98,30,3.98,21000
258,2023_Li et al.,Yes,350,280,80,11697.5147,24.6536,7700,25000,17800,1511.3855,0,45.2842,0.5,25,3.94,30,3.94,33000
259,2023_Li et al.,Yes,350,280,80,10792.8949,24.5255,7000,32000,18000,1534.9198,0,45.5823,0.5,25,4.06,30,4.06,59000
260,2023_Li et al.,Yes,350,280,80,10105.8201,24.3483,8700,19000,18300,1501.6326,0,45.4455,0.5,25,4.01,30,4.01,38000
261,2023_Li et al.,Yes,350,280,80,13255.1401,24.2559,5800,33000,17600,1533.5051,0,44.1918,0.5,25,3.89,30,3.89,17350
262,2023_Li et al.,Yes,350,280,80,10754.7367,24.3374,8900,25000,18100,1517.1927,0,44.8593,0.5,25,3.99,30,3.99,38000
263,2023_Li et al.,Yes,350,280,80,10771.7605,24.2825,8800,24000,18100,1516.5998,0,45.0897,0.5,25,4.18,30,4.18,37110
264,2023_Li et al.,Yes,350,280,80,11079.8422,24.6144,6600,31000,18000,1533.0796,0,45.4041,0.5,25,4.06,30,4.06,39620
185,2021_Pham et al.,Yes,102.6,93.8,91.42,35175,19.7861,547.217,4457.97,2017.818,1501.632,0,34.2062,0.1,55,5,7.9359,5,30380
186,2021_Pham et al.,Yes,46.926,35.951,76.61,35175,14.961,308.0093,4457.97,2017.818,1501.632,0,43.3802,0.1,55,9,16.372,9,1716
187,2021_Pham et al.,Yes,46.926,35.951,76.61,35175,15.5381,306.3604,4457.97,2017.818,1501.632,0,43.8704,0.1,55,9.5,16.7923,9.5,3554
188,2021_Pham et al.,Yes,46.926,35.951,76.61,35175,17.0138,327.7685,4457.97,2017.818,1501.632,0,35.6688,0.1,55,10,15.1078,10,30535
189,2021_Pham et al.,Yes,46.926,35.951,76.61,35175,17.0138,327.7685,4457.97,2017.818,1501.632,0,35.6688,0.1,55,10.5,15.1078,10.5,33849
190,2021_Pham et al.,Yes,46.926,35.951,76.61,35176,16.4134,310.9865,4457.97,2017.818,1501.632,0,41.5762,0.1,55,11,16.2947,11,13057
100,2019_Cao et al.,Yes,62.6,59.3,94.73,11770,15.4424,3666.89,33200,14700,6515,0,35.3177,0.3,37,4.1,10,4.1,8245
101,2019_Cao et al.,Yes,62.6,59.3,94.73,15573,15.7874,3495.0545,33200,14700,6515,0,33.9187,0.3,37,4.5,10,4.5,9800
174,2021_Luo et al.,Yes,102.6,93.8,91.32,35175,29,1313.1847,66500,12200,1200,0,27.8937,0.6,35,4.95,8,4.95,24540
12,2013_Chen et al.,Yes,256.5,222,87,22458.7706,39.1,3666.89,136000,42000,13000,0,12.28,5,37,6,6,6,18570
13,2013_Chen et al.,Yes,256.5,222,87,15311.7205,39.1,3666.89,136000,42000,13000,0,12.28,5,37,8,6,8,69240
14,2013_Chen et al.,Yes,256.5,222,87,20278.3197,39.1,3666.89,136000,42000,13000,0,12.28,5,37,10,6,10,15620
575,2021_Xiang Li et al.,Yes,125.6,123.8,98,9804.8224,10.5,197,22900,8996.1436,2399.6281,0,14.53,0.8,50,7,9.6687,7,15100
576,2021_Xiang Li et al.,Yes,125.6,123.8,98,9563.3794,10.5,197,22900,8858.7693,2355.5346,0,14.53,0.8,50,7,9.6008,7,29500
577,2021_Xiang Li et al.,Yes,125.6,123.8,98,9497.3029,10.5,197,22900,8868.218,2362.4856,0,14.53,0.8,50,7,9.6015,7,22900
578,2021_Xiang Li et al.,Yes,125.6,123.8,98,9653.6983,10.5,197,22900,8858.7693,2355.5346,0,14.53,0.8,50,7,9.5672,7,25500
579,2021_Xiang Li et al.,Yes,125.6,123.8,98,9362.0422,10.5,197,22900,8924.7066,2386.5225,0,14.53,0.8,50,7,9.5768,7,21700
580,2021_Xiang Li et al.,Yes,125.6,123.8,98,10082.6286,10.5,197,22900,9078.2764,2409.3446,0,14.53,0.8,50,7,9.6887,7,7900
581,2020_Zhang Q. et al.,Yes,100.6,97.5,97,21103.4794,19.2333,1392.044,85100,10500,3126.8003,0,14.53,0.3,37,3.1,8,3.1,14700.8
582,2020_Zhang Q. et al.,Yes,120.8,116.4,97,24849.3146,15.6505,3666.89,60200,29800,7400,0,14.53,0.3,37,3.8,8,3.8,11563.4
583,2020_Zhang Q. et al.,Yes,100.6,97.5,97,21362.449,19.4195,1000.6227,85100,10500,2915.5418,0,14.53,0.3,37,4.5,8,4.5,21711.6
584,2020_Zhang Q. et al.,Yes,120.8,116.4,97,25096.7249,15.7038,3666.89,60200,29800,7400,0,14.53,0.3,37,5,8,5,11952.4
606,2018_Ye et al.,Yes,39.45,36.332,92,39076,22.8917,491.7469,4300,4271.4956,2249.058,0,14.53,1,35,7,7,7,13110
607,2018_Ye et al.,Yes,39.45,36.332,92,39076,23.6768,475.7431,11770,4827.5458,2140.2683,0,14.53,1,35,7,7,7,23210
608,2018_Ye et al.,Yes,39.45,36.332,92,39076,22.9515,472.2844,7530,4778.0202,2255.1019,0,14.53,1,35,7,7,7,17440
609,2018_Ye et al.,Yes,39.45,36.332,92,39076,22.538,478.7936,11820,4918.4326,2276.2042,0,14.53,1,35,7,7,7,16530
610,2018_Jun Li; Wenjuan Zhan,Yes,200.15,195.75,98,4500,38,430.2386,7000,7807.5403,2311.3097,0,14.53,1,50,7.5,8,7.5,26890
611,2018_Jun Li; Wenjuan Zhan,Yes,200.15,195.75,98,7500,39.4,417.9739,11000,7863.7685,2305.9974,0,14.53,1,50,7.5,8,7.5,27030
612,2018_Jun Li; Wenjuan Zhan,Yes,200.15,195.75,98,6000,39.1,456.2414,5000,7382.2819,2304.9343,0,14.53,1,50,7.5,8,7.5,25490
613,2018_Jun Li; Wenjuan Zhan,Yes,200.15,195.75,98,7000,38,418.557,10000,7841.6198,2305.9974,0,14.53,1,50,7.5,8,7.5,29550
614,2018_Jun Li; Wenjuan Zhan,Yes,200.15,195.75,98,10700,39.4,413.6628,9000,7907.0696,2278.2722,0,14.53,1,50,7.5,8,7.5,28900
615,2018_Jun Li; Wenjuan Zhan,Yes,200.15,195.75,98,6600,39.1,465.3365,6000,7673.957,2349.5385,0,14.53,1,50,7.5,8,7.5,20590
55,2015_Li et al.,Yes,97.42,94.68,97.19,26670,26.1,3476.9664,68310,14310,3481.1471,0,16.67,1.2,21,7,9.1935,7,9470
56,2015_Li et al.,Yes,97.42,94.68,97.19,26670,26.1,3175.9838,68310,14310,3308.5133,0,16.67,1.2,21,11,9.2235,11,19210
329,2024_Quan et al.,Yes,236.42,222.79,94.24,20582.9427,18.2891,3666.89,75950,20300.216,6044.546,0,16.67,0.3,37,7,12,7,14271
330,2024_Quan et al.,Yes,236.42,222.79,94.24,20535.8193,19.2781,3666.89,75950,19788.288,5897.1198,0,16.67,0.3,37,7,12,7,18490
314,2024_Li et al.,Yes,82.567,77.613,94,20843.1395,18.1081,1972.09,41123,12658,4371.1591,0,17.4,0.3,37,6.7,6,6.7,10872
315,2024_Li et al.,Yes,82.567,77.613,94,20919.1598,18.3064,1983.9846,41123,12658,4356.437,0,17.4,0.3,37,6.7,6,6.7,12447
316,2024_Li et al.,Yes,82.567,77.613,94,20951.2182,18.4197,1973.6938,41123,12658,4342.3371,0,17.4,0.3,37,6.7,6,6.7,13930
317,2024_Li et al.,Yes,82.567,77.613,94,20871.7493,18.1685,1970.5442,41123,12658,4371.1591,0,17.4,0.3,37,6.7,6,6.7,11604
318,2024_Li et al.,Yes,82.567,77.613,94,20973.8428,18.5664,1943.2019,41123,12658,4161.7585,0,17.4,0.3,37,6.7,6,6.7,19020
319,2024_Li et al.,Yes,82.567,77.613,94,20927.9161,18.2844,1982.7864,41123,12658,4322.8469,0,17.4,0.3,37,6.7,6,6.7,13330
549,2024_Zhou et al.,Yes,30,21,70,3970,7.2,195,1920,2460,2348.8592,0,20,0.45,35,7.8,16,7.8,2748.4
551,2024_Xue et al.,Yes,8.18,4.7,57.51,530,25,60,4500,1800,1000,0,20,0.4,38,6,30,6,6000
457,2020_Hu,Yes,23.54,21.85,92.82,7117.5827,15.5,763.556,7446.2653,5327.2172,7544.7171,0,24.81,3,35,5.74,8.314,5.74,1531.4
458,2020_Hu,Yes,23.54,21.85,92.82,10475.3969,15.5,541.8311,7418.7854,5195.6453,5707.8381,0,24.81,3,55,5.74,9.1887,5.74,1484
459,2020_Hu,Yes,23.54,21.85,92.82,10331.0427,15.5,550.0758,7797.8025,5347.9504,5717.6861,0,24.81,3,55,5.74,9.1034,5.74,3061.6
548,2024_Zhou et al.,Yes,30,21,70,3700,8.1,195,1840,2327.5,2240.3629,0,24.81,0.45,35,7.7,16,7.7,3228.54
552,2024_Xue et al.,Yes,8.5,5,58,600,20,70,4800,2000,1100,0,24.81,0.4,38,5.7,30,5.7,6200
592,2019_Qian et al.,Yes,139.2,118.32,85,7900,20.4,1701,7710,9252,3084,0,24.81,1.045,38.5,5.67,10,5.67,12300
593,2019_Qian et al.,Yes,139.2,118.32,85,7900,20.4,1600,7710,9252,3084,0,24.81,1.045,38.5,7.77,10,7.77,18900
594,2019_Qian et al.,Yes,139.2,118.32,85,7900,20.4,1400,7710,9252,3084,0,24.81,1.045,38.5,5.24,10,5.24,15000
595,2019_Qian et al.,Yes,139.2,118.32,85,7900,20.4,1600,7710,9252,3084,0,24.81,1.045,38.5,6.53,10,6.53,14500
596,2019_Qian et al.,Yes,139.2,118.32,85,7900,20.4,1500,7710,9252,3084,0,24.81,1.045,38.5,7.62,10,7.62,19200
597,2019_Qian et al.,Yes,139.2,118.32,85,7900,20.4,1300,7710,9252,3084,0,24.81,1.045,38.5,5.12,10,5.12,16000
598,2019_Qian et al.,Yes,139.2,118.32,85,7900,20.4,1800,7710,9252,3084,0,24.81,1.045,38.5,6.68,10,6.68,18900
599,2019_Qian et al.,Yes,139.2,118.32,85,7900,20.4,1700,7710,9252,3084,0,24.81,1.045,38.5,6.81,10,6.81,20400
600,2019_Qian et al.,Yes,139.2,118.32,85,7900,20.4,1500,7710,9252,3084,0,24.81,1.045,38.5,6.27,10,6.27,17000
413,2018_Zhu,Yes,59.6,59.36,99.6,10609.5,20.9119,1418.3,15296.1135,7509.9304,4032.182,0,32.89,1.5,37,6.03,9.9746,6.03,9191.2
414,2018_Zhu,Yes,60.6,60.36,99.6,13434.4,21.7682,1443.9,20847.6834,8779.9015,3947.6076,0,32.89,1.5,37,6.03,10.4518,6.03,11990.5
415,2018_Zhu,Yes,61.6,61.36,99.6,14087.4,21.8505,1469.6,21469.944,8949.4381,3858.0617,0,32.89,1.5,37,6.03,10.4152,6.03,12617.8
416,2018_Zhu,Yes,62.6,62.36,99.6,15077.3,22.0533,1383.3,21764.7163,8788.5975,3832.7624,0,32.89,1.5,37,6.03,10.3856,6.03,13694
417,2018_Zhu,Yes,63.6,63.36,99.6,10395.3,20.9467,1418.3,15995.3842,7562.3408,4028.4446,0,32.89,1.5,37,6.03,10.0189,6.03,8977
418,2018_Zhu,Yes,64.6,64.36,99.6,10938.2,21.376,1443.9,17948.7057,8088.8502,4011.6312,0,32.89,1.5,37,6.03,10.0651,6.03,9494.3
419,2018_Zhu,Yes,65.6,65.36,99.6,11827.6,21.8207,1469.6,19439.5335,8917.3213,3983.9839,0,32.89,1.5,37,6.03,10.2494,6.03,10358
420,2018_Zhu,Yes,66.6,66.36,99.6,12930.3,22.1494,1383.3,20234.577,9150.3806,3957.7004,0,32.89,1.5,37,6.03,10.3895,6.03,11547
73,2016_Yang et al.,Yes,30,27.5,91.67,6832.9023,17.1492,645.9737,5877.8552,2873.8551,2893.7323,0,33.33,0.8,35,6,8,6,1337.4
522,2023_Shan-Yan Dong et al.,Yes,31.2,17.7,56.73,3266.67,28.2,146.5989,7515,545,1173.3811,0,33.33,0.8,35,7,15,7,1237.79
540,2024_Zhu et al.,Yes,27,11.043,40.9,3542.0452,8.3,390,10800,6750,2700,0,33.33,0.45,37,4.8,12,4.8,5500
541,2024_Zhu et al.,Yes,27,11.043,40.9,3542.0452,8.3,390,10800,6750,2700,0,33.33,0.45,37,4.88,12,4.88,5500
542,2024_Zhu et al.,Yes,27,11.043,40.9,4977.981,8.3,390,10800,6750,2700,0,33.33,0.45,37,4.85,6,4.85,7589.7
543,2024_Zhu et al.,Yes,27,11.043,40.9,4968.6014,8.3,390,10800,6750,2700,0,33.33,0.45,37,4.9,3,4.9,6500
544,2024_Zhu et al.,Yes,27,11.043,40.9,4966.5449,8.3,390,10800,6750,2700,0,33.33,0.45,37,4.86,3,4.86,6500
545,2024_Zhu et al.,Yes,27,11.043,40.9,4966.5449,8.3,390,10800,6750,2700,0,33.33,0.45,37,4.75,3,4.75,6500
547,2024_Zhou et al.,Yes,29,20.5,70,3140,7.82,195,1680,2115,2191.9778,0,33.33,0.45,35,7.5,16,7.5,3077.64
553,2024_Xue et al.,Yes,8.75,5.3,60,700,18,75,4900,2200,1200,0,33.33,0.4,38,5.65,30,5.65,6500
554,2024_Xue et al.,Yes,8.85,5.4,61,800,17,80,5000,2300,1300,0,33.33,0.4,38,5.4,30,5.4,6900
585,2020_Tao et al.,Yes,126,116,92,14897.6818,20,875.4571,46100,10400,2538.3836,0,37.5,0.5,35,7,15,7,17900
586,2020_Tao et al.,Yes,126,116,92,17826.4476,30,839.0284,46100,10400,2050.9692,0,37.5,0.5,35,7,15,7,17600
587,2020_Tao et al.,Yes,126,116,92,17660.9607,30,838.0558,46100,10400,2065.2423,0,37.5,0.5,35,7,15,7,18600
588,2020_Tao et al.,Yes,126,116,92,17826.4476,30,840.5322,46100,10400,2052.4324,0,37.5,0.5,35,7,15,7,17900
589,2020_Tao et al.,Yes,126,116,92,17826.4476,30,839.0284,46100,10400,2050.9692,0,37.5,0.5,35,7,15,7,17600
590,2020_Tao et al.,Yes,126,116,92,17660.9607,30,838.0558,46100,10400,2065.2423,0,37.5,0.5,35,7,15,7,18600
591,2020_Tao et al.,Yes,126,116,92,17660.9607,30,838.0558,46100,10400,2065.2423,0,37.5,0.5,35,7,15,7,18600
67,2016_Yang et al.,Yes,31.23,30.34,97.2,3790,17.6141,730.6539,9390,1421,2938.4805,0,40,0.8,35,10,8,10,1401.4
68,2016_Yang et al.,Yes,31.23,30.34,97.2,3790,18.3669,595.0636,2857,3855,2702.5018,0,40,0.8,35,10,8,10,6262.3
69,2016_Yang et al.,Yes,31.23,30.34,97.2,3790,18.5153,608.0078,3399,3700,2695.6361,0,40,0.8,35,10,8,10,6971.3
70,2016_Yang et al.,Yes,31.23,30.34,97.2,3790,18.364,594.0847,3836,3058,2629.6471,0,40,0.8,35,10,8,10,5465.5
71,2016_Yang et al.,Yes,31.23,30.34,97.2,3790,18.7442,647.167,4664,4753,2829.9171,0,40,0.8,35,10,8,10,8631.7
72,2016_Yang et al.,Yes,31.23,30.34,97.2,3790,18.784,631.5226,4836,5145,2820.3154,0,40,0.8,35,10,8,10,8943.1
1,2010_Hong et al.,Yes,134,126.9,94.7,11475.1159,17.3541,600,10564.7846,5277.3662,3028.0769,0,40.12,0.2,35,6.5,8,6.5,25721.06
2,2010_Hong et al.,Yes,135,127.9,94.7,10875.6105,17.2433,600,9289.2317,4650.3772,3002.3563,0,40.12,0.2,35,6.99,8,6.99,29099
74,2016_Yang et al.,Yes,30,27.5,91.67,6736.815,17.4516,617.2039,4759.2785,2742.6281,2856.9349,0,40.12,0.8,35,6,8,6,1401.4
77,2016_Yang et al.,Yes,30,27.5,91.67,7474.0458,18.2213,654.7007,4921.3342,3110.6069,2834.1264,0,40.12,0.8,35,6,8,6,3456.1
78,2016_Yang et al.,Yes,30,27.5,91.67,7708.3057,18.6031,650.1433,4763.217,3216.1895,2861.5066,0,40.12,0.8,35,6,8,6,4126.9
79,2016_Yang et al.,Yes,30,27.5,91.67,8237.367,18.5543,644.5848,5027.1794,3259.848,2789.4303,0,40.12,0.8,35,6,8,6,4796.9
80,2016_Yang et al.,Yes,30,27.5,91.67,8436.4393,18.3761,615.3943,4894.2644,3177.6504,2768.4095,0,40.12,0.8,35,6,8,6,5286.1
81,2016_Yang et al.,Yes,30,27.5,91.67,3962.9561,17.4019,489.7028,3509.8685,3142.9108,2660.9609,0,40.12,0.8,35,10,8,10,6262.3
82,2016_Yang et al.,Yes,30,27.5,91.67,4088.2973,18.0149,514.3342,3631.7456,3593.1368,2674.6244,0,40.12,0.8,35,10,8,10,8631.7
348,2025_Fu et al.,Yes,175.55,177.185,99.08,7200,17.9641,3100,11900,1400,3587.3171,0,50,0.4,35,7,8.305,7,10217.1
349,2025_Fu et al.,Yes,175.55,177.185,99.08,7200,18.1208,3100,11900,1400,3577.0866,0,50,0.4,35,7,8.3583,7,11623.5
350,2025_Fu et al.,Yes,175.55,177.185,99.08,9450,18.0124,3100,11900,1400,3610.1636,0,50,0.4,35,7,8.2737,7,13164.86
351,2025_Fu et al.,Yes,175.55,177.185,99.08,9450,17.9405,3100,11900,1400,3610.1636,0,50,0.4,35,7,8.2737,7,12438.4
521,2023_Shan-Yan Dong et al.,Yes,32.5,18.7,57.54,5560,28.2,185.1274,1712,2475,1984.5975,0,50,0.8,35,7,15,7,1487.58
546,2024_Zhou et al.,Yes,28,19.5,70,2410,6.06,195,1320,1685,2044.9945,0,50,0.45,35,7.5,16,7.5,2526.03
563,"2021_Bao-Shan Xing, Xiaochang C. Wang",Yes,84.2,72.6,86,47000,41.9,712,2530,4100,1932.7494,0,50,0.7,39,7.2,12.5523,7.2,11600
564,"2021_Bao-Shan Xing, Xiaochang C. Wang",Yes,84.2,72.6,86,47000,41.9,712,2530,4100,1932.7494,0,50,0.7,39,7.2,12.5523,7.2,11600
565,"2021_Bao-Shan Xing, Xiaochang C. Wang",Yes,84.2,72.6,86,47000,41.9,712,2530,4100,1864.3289,0,50,0.7,39,4.81,12.3531,4.81,11200
566,2021_Vidal-Antich et al.,Yes,48.5,34.2,71,815.5,13.5,1665.8606,7760,14550,4850,0,50,0.15,35,5,14,5,2581.9
569,2021_Vidal-Antich et al.,Yes,45.6,31.7,70,815.5,13.5,1619.2615,6840,14592,4104,0,50,0.15,35,4.8,14,4.8,2089
572,2021_Vidal-Antich et al.,Yes,45.6,31.7,70,815.5,13.5,1454.615,7296,13680,4560,0,50,0.15,35,5.3,14,5.3,2089
485,2021_Li,Yes,32.36,30,92.72,11450.6504,17.64,813.3315,13387.332,3828.188,3008.2964,0,54.55,0.4,37,4.78,8.2617,4.78,5076
486,2021_Li,Yes,32.36,30,92.72,11399.7391,17.64,814.8516,13387.332,3828.188,3029.2519,0,54.55,0.4,37,4.78,8.1812,4.78,5616
487,2021_Li,Yes,34.91,30,85.94,8339.7591,13.38,805.9304,14442.267,4129.853,3019.5439,0,54.55,0.4,37,5.03,10.2588,5.03,5260.7
488,2021_Li,Yes,32.36,30,92.72,11281.959,17.64,811.0087,13387.332,3828.188,3039.034,0,54.55,0.4,37,4.78,8.1798,4.78,4287.8
489,2021_Li,Yes,32.36,30,92.72,11481.0075,17.64,813.3344,13387.332,3828.188,3004.3175,0,54.55,0.4,37,4.78,8.2416,4.78,5020.4
490,2021_Li,Yes,32.36,30,92.72,11450.6504,17.64,813.3344,13387.332,3828.188,3008.2964,0,54.55,0.4,37,4.78,8.2617,4.78,5035.3
75,2016_Yang et al.,Yes,30,27.5,91.67,6903.3095,17.6464,683.6297,5340.2065,2987.9823,2936.471,0,60,0.8,35,6,8,6,1277.4
443,2019_Wang,Yes,161,155,96.3,21671.6215,22.9329,3666.89,57545.5004,21393.624,6205.0024,0,61.54,1.8,37,5.01,12.1841,5.01,16357.3
444,2019_Wang,Yes,161,155,96.3,21671.6215,22.8173,3666.89,57494.7233,21320.408,6323.6362,0,61.54,1.8,37,5.01,12.0579,5.01,18934.2
445,2019_Wang,Yes,161,155,96.3,20593.2274,23.2138,3666.89,57244.7361,21154.888,6231.7977,0,61.54,1.8,37,5.01,12.1388,5.01,23315
447,2019_Wang,Yes,257,230,89.7,18229.9801,28.9408,3666.89,59173.5364,23383.312,5948.322,0,61.54,1.8,37,3.97,13.7421,3.97,7126.7
448,2019_Wang,Yes,257,230,89.7,20834.1492,28.9482,3666.89,61830.0364,23621.144,6026.0347,0,61.54,1.8,37,3.97,13.1591,3.97,9424.3
449,2019_Wang,Yes,257,230,89.7,20817.9684,29.6506,3666.89,64395.0188,23578.784,5973.7743,0,61.54,1.8,37,3.97,13.2401,3.97,14293
76,2016_Yang et al.,Yes,30,27.5,91.67,7259.94,18.0625,705.4695,6307.7954,3148.5564,3020.9337,0,66.67,0.8,35,6,8,6,1014.7
410,2018_Du,Yes,23.7,22.9,96.6,13112.4,14.8,1384.3,15675.18,4168.83,3050.19,0,66.67,0.3,37,7.61,8.7104,7.61,5456.9
411,2018_Du,Yes,23.7,22.9,96.6,13112.4,14.8,1385.3,15675.18,4168.83,3050.19,0,66.67,0.3,37,7.61,8.6552,7.61,4846.3
412,2018_Du,Yes,23.7,22.9,96.6,13112.4,14.8,1386.3,15675.18,4168.83,3050.19,0,66.67,0.3,37,7.61,8.5241,7.61,6454.1
461,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,4874.3254,0,66.67,0.09,35,5.2,8.9214,5.2,18851
462,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,4857.7849,0,66.67,0.09,35,5.2,8.9369,5.2,19145
463,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,5033.5307,0,66.67,0.09,35,5.2,8.856,5.2,12792
520,2023_Shan-Yan Dong et al.,Yes,33,20.6,62.42,6533.4,28.2,195.1165,1907.2,4600,2026.8625,0,66.67,0.8,35,7,15,7,5716.69
555,2024_Xue et al.,Yes,21.44,20.48,95.51,20960,25,51.58,4114.47,511.5482,195.2202,0,66.67,0.4,38,7,30,7,7000
602,2019_Chen et al.,Yes,41,30.75,75,1993.5306,18.8,103.924,6504.521,1006.4071,335.7468,0,66.67,0.4,35,6.3,39,6.3,3583
467,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,5051.0754,0,67,0.09,35,5.2,8.8571,5.2,9144.3
468,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,5041.4434,0,67,0.09,35,5.2,8.885,5.2,11190.7
469,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,5052.6208,0,67,0.09,35,5.2,8.885,5.2,10273.3
470,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,5041.4434,0,67,0.09,35,5.2,8.885,5.2,10901.5
471,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,5050.0478,0,67,0.09,35,5.2,8.885,5.2,10153.7
464,2020_Ma,Yes,164.9,160.1,97.1,38200,10.3,3666.89,55200,18300,5032.5249,0,69.97,0.09,35,5.2,8.8865,5.2,13493
473,2021_Jing,Yes,231.66,221,95.4,13882.2952,29.8496,3666.89,30589.7698,13359.7116,4395.4889,0,69.97,1.5,39,6.06,10.6232,6.06,9445.4
474,2021_Jing,Yes,231,221,95.4,15293.8827,30.1339,3666.89,35699.6325,14271.3696,4627.3887,0,69.97,1.5,39,6.06,10.8271,6.06,11995.6
475,2021_Jing,Yes,231,221,95.4,15485.7038,30.032,3666.89,35737.064,14275.9536,4582.8261,0,69.97,1.5,39,6.06,10.844,6.06,12991.8
476,2021_Jing,Yes,231,221,95.4,15267.4031,30.1979,3666.89,36380.8205,14026.8096,4599.0074,0,69.97,1.5,39,6.06,10.7973,6.06,14329.5
477,2021_Jing,Yes,231,221,95.4,13878.2906,29.6287,3666.89,32528.8417,13982.9835,4385.3413,0,69.97,1.5,39,6.06,10.9188,6.06,9584.8
478,2021_Jing,Yes,231,221,95.4,14004.307,30.2929,3666.89,30178.1909,13248.5276,4315.0679,0,69.97,1.5,39,6.06,10.8359,6.06,10800
